Groups:
adc_data[11..0] =, adc_data[11], adc_data[10], adc_data[9], adc_data[8], adc_data[7], adc_data[6], adc_data[5], adc_data[4], adc_data[3], adc_data[2], adc_data[1], adc_data[0],  unsigned decimal

Data:
time unit: ns, adc_data[11..0], adc_data[11], adc_data[10], adc_data[9], adc_data[8], adc_data[7], adc_data[6], adc_data[5], adc_data[4], adc_data[3], adc_data[2], adc_data[1], adc_data[0], adc_data_valid, 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
111520, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111540, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111560, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111580, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111600, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111620, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111640, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111660, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111680, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111700, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111720, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111740, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111760, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111780, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111800, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111820, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111840, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111860, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111880, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111900, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111920, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111940, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111960, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
111980, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112000, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112020, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112040, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112060, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112080, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112100, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112120, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112140, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112160, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112180, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112200, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112220, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112240, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112260, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112280, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112300, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112320, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112340, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112360, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112380, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112400, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112420, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112440, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112460, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112480, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112500, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112520, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112540, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112560, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112580, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112600, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112620, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112640, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112660, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112680, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112700, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112720, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112740, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112760, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112780, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112800, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112820, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112840, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112860, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112880, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112900, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112920, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112940, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112960, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
112980, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113000, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113020, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113040, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113060, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113080, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113100, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113120, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113140, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113160, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113180, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113200, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113220, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113240, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113260, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113280, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113300, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113320, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113340, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113360, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113380, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113400, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113420, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113440, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113460, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113480, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113500, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113520, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113540, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113560, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113580, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113600, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113620, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113640, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113660, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113680, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113700, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113720, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113740, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113760, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113780, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113800, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113820, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113840, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113860, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113880, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113900, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113920, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113940, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113960, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
113980, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114000, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114020, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114040, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114060, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114080, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114100, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114120, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114140, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114160, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114180, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114200, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114220, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114240, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114260, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114280, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114300, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114320, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114340, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114360, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114380, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114400, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114420, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114440, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114460, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114480, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114500, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114520, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114540, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114560, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114580, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114600, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114620, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114640, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114660, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114680, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114700, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114720, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114740, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114760, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114780, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114800, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114820, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114840, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114860, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114880, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114900, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114920, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114940, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114960, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
114980, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115000, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115020, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115040, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115060, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115080, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115100, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115120, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115140, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115160, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115180, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115200, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115220, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115240, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115260, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115280, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115300, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115320, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115340, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115360, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115380, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115400, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115420, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115440, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115460, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115480, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115500, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115520, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115540, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115560, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115580, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115600, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115620, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115640, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115660, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115680, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115700, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115720, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115740, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115760, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115780, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115800, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115820, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115840, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115860, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115880, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115900, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115920, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115940, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115960, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
115980, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116000, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116020, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116040, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116060, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116080, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116100, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116120, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116140, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116160, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116180, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116200, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116220, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116240, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116260, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116280, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116300, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116320, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116340, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116360, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116380, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116400, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116420, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116440, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116460, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116480, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116500, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116520, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116540, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116560, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116580, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116600, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116620, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116640, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116660, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116680, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116700, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116720, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116740, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116760, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116780, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116800, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116820, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116840, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116860, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116880, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116900, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116920, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116940, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116960, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
116980, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117000, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117020, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117040, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117060, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117080, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117100, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117120, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117140, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117160, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117180, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117200, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117220, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117240, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117260, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117280, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117300, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117320, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
117340, 199, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 
